time,plec,wiek,stopien,zajecia,zajecia_dodatkowe,profil,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10
4/25/2021 9:34:30,Mężczyzna,30,Magister,Nie,Nie,"Neurologiczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",3,3,2,2,2,2,1,2,1,1,4,1,1,4,5,5,5,5,5,4,2,2,2,2,3,1,2,2,1,3
4/25/2021 9:56:52,Kobieta,32,Licencjat,Nie,Nie,"Ortopedyczni, Geriatryczni",4,4,2,4,4,3,2,3,2,2,5,5,3,4,4,5,4,5,4,4,3,4,2,2,3,1,2,2,2,1
4/25/2021 11:05:52,Mężczyzna,24,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową",4,4,4,4,4,4,4,4,4,2,5,5,4,5,5,5,5,5,5,5,4,5,3,3,2,2,2,3,1,1
4/25/2021 11:24:08,Kobieta,34,Magister,Nie,Tak,"Ginekologiczne, Urologiczni",4,4,3,5,3,2,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,2,2,2,1
4/25/2021 11:51:21,Kobieta,37,Magister,Nie,Tak,"Ortopedyczni, Onkologiczni, Ginekologiczne, Urologiczni",4,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
4/25/2021 12:21:19,Kobieta,30,Magister,Nie,Tak,Osoby z niepełnosprawnością intelektualną,4,4,4,3,4,4,4,4,4,3,5,5,4,4,5,5,5,5,5,4,4,4,3,3,2,3,1,1,1,1
4/25/2021 12:58:23,Kobieta,33,Magister,Nie,Nie,"Neurologiczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",4,3,3,4,1,4,1,3,4,3,5,4,5,5,5,5,5,5,5,5,3,3,2,3,2,1,2,2,2,1
4/25/2021 12:59:13,Kobieta,29,Licencjat,Nie,Nie,Geriatryczni,1,1,3,2,2,2,1,1,1,1,4,3,3,4,4,4,5,5,5,5,4,4,1,1,1,1,5,3,1,1
4/25/2021 13:02:51,Kobieta,31,Magister,Tak,Nie,Ortopedyczni,4,5,3,3,3,4,3,1,1,1,2,1,1,5,5,5,5,5,5,4,1,3,2,1,2,1,2,2,1,1
4/25/2021 13:08:31,Kobieta,49,Licencjat,Nie,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową",4,4,3,4,3,2,2,3,2,1,3,2,2,2,5,5,5,5,5,3,3,2,5,5,5,4,5,5,4,3
4/25/2021 13:44:46,Kobieta,36,Magister,Tak,Nie,Dzieci,4,3,2,4,2,3,1,2,1,1,4,2,1,4,4,3,5,4,5,4,2,2,4,4,3,5,4,4,4,5
4/25/2021 17:05:06,Kobieta,28,Magister,Nie,Nie,Ginekologiczne,4,4,4,5,4,3,4,4,3,3,5,4,4,5,4,5,5,5,5,5,1,1,4,1,1,1,1,1,1,1
4/25/2021 17:38:00,Kobieta,27,Magister,Nie,Nie,Geriatryczni,4,4,3,5,3,4,1,2,1,1,5,3,2,5,5,5,5,5,5,5,5,5,1,1,1,1,2,3,1,1
4/25/2021 17:42:48,Kobieta,42,Magister,Nie,Nie,"Neurologiczni, Ortopedyczni, Reumatologiczni, Geriatryczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",4,4,4,4,3,4,3,3,3,1,4,4,3,4,4,1,5,5,5,5,4,4,3,1,1,1,2,1,1,1
4/25/2021 17:52:51,Mężczyzna,24,Licencjat,Nie,Nie,"Neurologiczni, Kardiologiczni, Ortopedyczni, Reumatologiczni, Geriatryczni, Osoby z niepełnosprawnością ruchową",4,4,4,3,3,4,2,4,4,2,5,5,5,4,4,4,5,5,5,5,4,4,2,2,1,1,5,2,1,1
4/25/2021 18:15:06,Kobieta,29,Magister,Nie,Nie,"Ortopedyczni, Ginekologiczne, Urologiczni",3,4,4,4,3,3,1,2,2,1,4,4,3,5,5,5,5,5,5,4,3,4,3,3,2,1,2,2,1,2
4/25/2021 20:03:34,Kobieta,30,Magister,Tak,Nie,Osoby z niepełnosprawnością ruchową,3,4,3,5,3,4,3,3,3,3,5,5,4,3,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
4/25/2021 22:36:46,Kobieta,25,Licencjat,Nie,Nie,Ortopedyczni,4,4,3,3,3,3,3,3,3,3,4,2,1,4,4,5,4,5,5,3,3,2,4,4,3,2,4,4,2,2
4/26/2021 17:51:08,Kobieta,26,Magister,Nie,Nie,"Ortopedyczni, Reumatologiczni, Geriatryczni",4,5,4,4,3,3,2,2,1,3,5,4,4,5,5,5,5,5,5,5,3,4,2,4,2,3,4,3,3,1
4/26/2021 18:21:20,Kobieta,25,Licencjat,Nie,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",3,4,3,3,4,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,2,2,4,4,4,2,4,4,2,2
4/26/2021 18:41:25,Kobieta,27,Magister,Tak,Tak,"Neurologiczni, Kardiologiczni, Ortopedyczni, Onkologiczni, Ginekologiczne, Urologiczni, Reumatologiczni, Geriatryczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",4,4,4,4,4,4,3,3,3,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,1,1,1,1
4/26/2021 19:16:15,Kobieta,28,Magister,Tak,Nie,Ortopedyczni,3,5,4,5,3,3,3,3,3,3,5,5,3,3,5,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1
4/26/2021 20:15:47,Mężczyzna,52,Licencjat,Nie,Tak,"Neurologiczni, Kardiologiczni, Onkologiczni, Osoby z niepełnosprawnością ruchową",5,5,5,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
4/26/2021 21:23:29,Kobieta,29,Magister,Nie,Nie,"Neurologiczni, Kardiologiczni, Ortopedyczni",4,4,3,3,2,3,2,1,1,2,4,4,3,4,4,4,5,4,5,4,3,4,3,3,3,1,3,3,1,1
4/26/2021 21:35:57,Kobieta,26,Magister,Nie,Nie,Geriatryczni,3,4,3,3,3,3,3,3,3,3,5,4,3,4,4,5,5,4,5,5,3,3,4,3,2,1,2,2,1,1
4/26/2021 21:43:10,Kobieta,26,Magister,Nie,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",4,4,4,4,4,4,3,3,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,1,4,1,1,1,1,1
4/27/2021 8:02:19,Kobieta,32,Magister,Tak,Nie,"Neurologiczni, Kardiologiczni, Ortopedyczni, Onkologiczni, Reumatologiczni, Geriatryczni, Osoby z niepełnosprawnością ruchową, Osoby z niepełnosprawnością intelektualną",4,4,4,4,4,4,3,3,3,3,4,4,2,3,4,4,4,4,4,4,2,2,3,2,4,2,4,2,2,2
4/27/2021 8:27:16,Mężczyzna,27,Magister,Nie,Nie,"Ortopedyczni, sportowcy",4,4,4,2,3,1,1,1,1,3,5,5,4,4,4,5,5,5,5,5,4,4,3,1,1,1,1,1,1,1
4/27/2021 13:05:50,Mężczyzna,41,Magister,Nie,Nie,Ortopedyczni,2,2,2,2,2,2,1,1,1,1,4,3,2,4,5,5,5,5,5,5,3,3,3,3,2,2,2,2,2,1
5/5/2021 15:34:22,Kobieta,33,Magister,Tak,Tak,"Ortopedyczni, Onkologiczni, Ginekologiczne, Urologiczni, Geriatryczni, Osoby z niepełnosprawnością ruchową",4,4,4,5,4,3,4,1,1,1,5,5,4,5,5,5,5,5,5,5,4,4,5,1,1,2,1,1,1,1
5/5/2021 20:38:20,Kobieta,30,Magister,Nie,Tak,"Ortopedyczni, Ginekologiczne, Urologiczni",4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
6/12/2021 20:19:06,Kobieta,24,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową",4,4,3,3,4,4,3,2,4,4,5,4,4,5,5,5,5,5,5,4,4,4,2,1,1,1,1,1,1,1
6/12/2021 20:23:23,Mężczyzna,28,Magister,Tak,Nie,"Neurologiczni, Osoby z niepełnosprawnością ruchową",4,4,4,3,4,5,3,4,4,4,4,4,5,5,5,5,4,5,5,4,4,4,1,1,1,1,2,1,1,1
6/12/2021 20:27:08,Kobieta,32,Magister,Tak,Tak,Ginekologiczne,5,4,4,5,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1
6/12/2021 20:31:01,Mężczyzna,27,Magister,Tak,Nie,"Kardiologiczni, Ortopedyczni",4,4,3,3,4,4,3,4,3,4,4,4,3,5,5,4,4,4,5,4,4,4,2,2,2,1,2,2,1,1
6/13/2021 11:07:57,Kobieta,30,Magister,Tak,Nie,"Neurologiczni, Osoby z niepełnosprawnością ruchową",4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,2,1,1,1,1,1,1,1
6/13/2021 11:10:07,Mężczyzna,35,Magister,Tak,Tak,"Neurologiczni, Osoby z niepełnosprawnością ruchową",5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
6/13/2021 11:17:07,Kobieta,31,Magister,Tak,Tak,"Neurologiczni, Ginekologiczne, Urologiczni, Osoby z niepełnosprawnością ruchową",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
6/13/2021 11:24:27,Mężczyzna,28,Magister,Tak,Nie,Ortopedyczni,4,4,4,3,4,4,3,3,4,4,4,4,3,5,5,5,5,5,5,4,3,4,2,1,1,1,1,1,1,1
6/13/2021 13:37:51,Mężczyzna,31,Magister,Tak,Nie,"Neurologiczni, Kardiologiczni, Ortopedyczni, Geriatryczni",4,4,3,3,4,3,3,3,4,4,4,4,3,4,5,5,4,4,4,3,3,4,2,2,1,1,1,2,1,1
6/13/2021 13:44:00,Kobieta,29,Magister,Tak,Tak,Ginekologiczne,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,1,1,1,1,1,1,1
6/13/2021 13:49:50,Mężczyzna,33,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni, Reumatologiczni, Osoby z niepełnosprawnością ruchową",4,3,3,3,3,4,3,3,3,3,4,4,2,4,5,4,5,5,5,4,2,4,4,2,2,1,2,2,1,1
6/13/2021 13:56:33,Kobieta,24,Licencjat,Tak,Nie,"Neurologiczni, Kardiologiczni, Ortopedyczni, Geriatryczni, Osoby z niepełnosprawnością ruchową",3,4,4,3,4,4,3,3,3,3,4,2,2,5,5,5,5,5,5,3,2,4,4,4,2,1,2,2,2,1
6/13/2021 14:03:39,Kobieta,29,Licencjat,Tak,Tak,"Kardiologiczni, Ginekologiczne, Geriatryczni, Osoby z niepełnosprawnością intelektualną",4,5,4,4,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,2,1,1,1
6/17/2021 13:24:26,Kobieta,36,Magister,Nie,Nie,"Ginekologiczne, Urologiczni",5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,2,1,2,2,2
7/8/2021 19:53:02,Mężczyzna,26,Magister,Tak,Nie,"Neurologiczni, Osoby z niepełnosprawnością ruchową",4,4,4,4,4,4,3,3,3,3,5,4,5,5,5,5,5,5,5,4,4,4,3,1,1,1,1,1,1,1
7/8/2021 19:56:27,Mężczyzna,31,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową",4,3,4,3,3,4,3,3,3,3,4,4,4,5,5,4,5,4,5,4,4,4,3,1,1,1,1,1,1,1
7/8/2021 19:59:07,Kobieta,29,Magister,Tak,Nie,"Onkologiczni, Ginekologiczne, Urologiczni",5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,4,4,4,2,1,1,1,1,1,1,1
7/8/2021 20:03:47,Mężczyzna,34,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni, Reumatologiczni, Osoby z niepełnosprawnością ruchową",4,4,4,3,3,4,3,3,3,3,4,4,4,5,5,4,5,5,5,4,4,4,4,2,2,2,1,2,1,1
7/8/2021 20:10:32,Mężczyzna,29,Magister,Tak,Nie,"Ortopedyczni, Onkologiczni, Urologiczni, Osoby z niepełnosprawnością ruchową",4,4,3,3,3,4,3,4,4,4,5,5,4,4,5,4,5,5,5,4,5,5,2,1,1,1,1,1,1,1
7/8/2021 20:13:58,Kobieta,31,Magister,Tak,Tak,"Ginekologiczne, Urologiczni",5,5,4,5,4,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1
7/8/2021 20:19:34,Kobieta,27,Magister,Tak,Nie,"Ortopedyczni, Reumatologiczni, Geriatryczni",4,4,3,3,3,3,3,3,3,3,4,3,2,4,4,4,5,5,5,3,2,2,3,2,2,1,2,2,1,1
7/9/2021 12:49:16,Kobieta,27,Magister,Tak,Nie,"Kardiologiczni, Ortopedyczni",4,4,3,3,3,3,2,3,3,3,4,3,2,4,5,5,5,5,5,4,2,2,4,2,2,1,2,2,1,1
7/9/2021 12:53:47,Mężczyzna,30,Magister,Tak,Nie,"Neurologiczni, Osoby z niepełnosprawnością ruchową",4,3,3,3,4,4,3,4,4,3,4,4,4,4,5,5,5,5,5,4,4,4,2,2,2,1,1,2,1,1
7/9/2021 12:56:53,Kobieta,32,Magister,Tak,Tak,"Ginekologiczne, Urologiczni",4,4,4,5,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,2,1,1,1,1,1,1,1
7/9/2021 12:59:55,Mężczyzna,28,Magister,Tak,Nie,Ortopedyczni,3,3,2,2,3,3,2,2,3,3,4,3,2,4,5,5,5,5,5,4,2,2,2,1,2,1,1,2,1,1
7/9/2021 13:03:10,Kobieta,31,Magister,Tak,Nie,"Neurologiczni, Kardiologiczni, Geriatryczni",4,4,3,3,4,3,3,4,3,3,4,4,4,5,5,4,5,5,4,4,4,4,2,1,2,1,1,1,1,1
7/9/2021 13:06:47,Kobieta,29,Magister,Tak,Tak,"Ginekologiczne, Urologiczni",5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,2,1,1,1,1,1,1,1
7/9/2021 13:10:12,Kobieta,33,Magister,Tak,Tak,"Ginekologiczne, Urologiczni",4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,5,5,5,4,5,5,2,1,1,1,1,1,1,1
7/9/2021 15:28:01,Mężczyzna,30,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową",4,4,3,3,3,4,3,3,4,3,4,4,4,5,5,5,5,5,5,4,4,4,2,1,2,1,2,2,1,1
7/9/2021 15:31:30,Kobieta,26,Magister,Tak,Nie,"Onkologiczni, Ginekologiczne, Geriatryczni",4,4,3,4,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,4,4,4,3,2,2,1,2,2,1,1
7/9/2021 15:34:38,Mężczyzna,35,Magister,Tak,Tak,"Neurologiczni, Ortopedyczni, Osoby z niepełnosprawnością ruchową",5,4,4,3,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1
7/9/2021 15:37:05,Kobieta,24,Magister,Tak,Nie,"Neurologiczni, Ortopedyczni",4,4,4,3,4,4,3,3,4,4,5,4,2,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,1,1
7/9/2021 15:39:34,Kobieta,33,Magister,Tak,Nie,"Neurologiczni, Kardiologiczni, Geriatryczni, Osoby z niepełnosprawnością ruchową",3,3,3,2,3,3,2,3,3,2,4,3,2,4,5,4,5,5,5,5,2,2,3,1,2,1,1,2,1,1
7/9/2021 15:41:36,Kobieta,37,Magister,Tak,Tak,"Ginekologiczne, Urologiczni",5,5,4,5,4,3,4,4,3,4,5,4,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
7/9/2021 15:44:03,Kobieta,27,Magister,Tak,Nie,"Ortopedyczni, Reumatologiczni, Geriatryczni",3,3,3,4,3,3,2,3,3,3,4,2,4,4,5,4,5,5,5,3,2,2,3,4,2,1,2,2,1,1
